単語a,単語aの品詞,単語b,単語bの品詞,共起頻度,単語aの出現頻度,単語bの出現頻度,単語aと単語bの和集合,Jaccard係数,Dice係数,Simpson係数,相互情報量
怪人二十面相,固有名詞,指,名詞,5,543,8,546,0.009157509157509158,0.018148820326678767,0.625,3.8975613572921737
明智探偵,固有名詞,身動き,名詞,5,362,9,366,0.01366120218579235,0.026954177897574125,0.5555555555555556,4.312598856571018
コック,名詞,怪人二十面相,固有名詞,5,16,543,554,0.009025270758122744,0.017889087656529516,0.3125,2.8975613572921737
怪人二十面相,固有名詞,物,名詞,5,543,13,551,0.009074410163339383,0.017985611510791366,0.38461538461538464,3.197121639151082
係長,名詞,小林少年,固有名詞,5,51,169,215,0.023255813953488372,0.045454545454545456,0.09803921568627451,2.9090649668428554
寅三,名詞,明智探偵,固有名詞,5,10,362,367,0.013623978201634877,0.026881720430107527,0.5,4.160595763125968
子ども,名詞,怪人二十面相,固有名詞,5,36,543,574,0.008710801393728223,0.017271157167530225,0.1388888888888889,1.7276363558498615
怪人二十面相,固有名詞,館長,名詞,5,543,21,559,0.008944543828264758,0.01773049645390071,0.23809523809523808,2.5052439345134134
明智探偵,固有名詞,浮浪,名詞,5,362,12,369,0.013550135501355014,0.026737967914438502,0.4166666666666667,3.8975613572921737
一同,名詞,明智探偵,固有名詞,5,16,362,373,0.013404825737265416,0.026455026455026454,0.3125,3.48252385801333
明智探偵,固有名詞,陳列,名詞,5,362,19,376,0.013297872340425532,0.026246719160104987,0.2631578947368421,3.2345963445697445
怪人二十面相,固有名詞,早苗,名詞,5,543,9,547,0.009140767824497258,0.018115942028985508,0.5555555555555556,3.7276363558498615
にせもの,名詞,怪人二十面相,固有名詞,5,16,543,554,0.009025270758122744,0.017889087656529516,0.3125,2.8975613572921737
怪人二十面相,固有名詞,鉄,名詞,4,543,15,554,0.007220216606498195,0.014336917562724014,0.26666666666666666,2.668742666796293
三十,名詞,怪人二十面相,固有名詞,4,12,543,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,花壇,名詞,4,543,8,547,0.007312614259597806,0.014519056261343012,0.5,3.5756332624048115
おまえ,名詞,怪人二十面相,固有名詞,4,22,543,561,0.0071301247771836,0.01415929203539823,0.18181818181818182,2.116201643767514
怪人二十面相,固有名詞,時,名詞,4,543,7,546,0.007326007326007326,0.014545454545454545,0.5714285714285714,3.7682783403472073
怪人二十面相,固有名詞,階段,名詞,4,543,15,554,0.007220216606498195,0.014336917562724014,0.26666666666666666,2.668742666796293
イス,名詞,小林少年,固有名詞,4,19,169,184,0.021739130434782608,0.0425531914893617,0.21052631578947367,4.011634700483404
小林少年,固有名詞,肩,名詞,4,169,10,175,0.022857142857142857,0.0446927374301676,0.4,4.937634119039626
事務,名詞,明智探偵,固有名詞,4,5,362,363,0.011019283746556474,0.021798365122615803,0.8,4.838667668238605
怪人二十面相,固有名詞,書斎,名詞,4,543,9,548,0.0072992700729927005,0.014492753623188406,0.4444444444444444,3.4057082609624993
両手,名詞,怪人二十面相,固有名詞,4,12,543,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
あいだ,名詞,小林少年,固有名詞,4,29,169,194,0.020618556701030927,0.04040404040404041,0.13793103448275862,3.4015812187994166
小林少年,固有名詞,話,名詞,4,169,25,190,0.021052631578947368,0.041237113402061855,0.16,3.615706024152264
外,名詞,小林少年,固有名詞,4,43,169,208,0.019230769230769232,0.03773584905660377,0.09302325581395349,2.833297459224891
ドア,名詞,怪人二十面相,固有名詞,4,19,543,558,0.007168458781362007,0.014234875444839857,0.21052631578947367,2.327705748961226
小林少年,固有名詞,自分,名詞,4,169,14,179,0.0223463687150838,0.04371584699453552,0.2857142857142857,4.452207291869385
びっくり,名詞,明智探偵,固有名詞,4,15,362,373,0.010723860589812333,0.021220159151193633,0.26666666666666666,3.2537051675174493
七つ道具,名詞,小林少年,固有名詞,4,7,169,172,0.023255813953488372,0.045454545454545456,0.5714285714285714,5.452207291869385
人物,名詞,明智探偵,固有名詞,4,18,362,376,0.010638297872340425,0.021052631578947368,0.2222222222222222,2.9906707616836554
明智探偵,固有名詞,民間,名詞,4,362,4,362,0.011049723756906077,0.02185792349726776,1.0,5.160595763125968
ネズミ,名詞,怪人二十面相,固有名詞,4,9,543,548,0.0072992700729927005,0.014492753623188406,0.4444444444444444,3.4057082609624993
つき,名詞,怪人二十面相,固有名詞,4,12,543,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
捜査,名詞,明智探偵,固有名詞,4,14,362,372,0.010752688172043012,0.02127659574468085,0.2857142857142857,3.353240841068364
うち,名詞,明智探偵,固有名詞,4,30,362,388,0.010309278350515464,0.02040816326530612,0.13333333333333333,2.2537051675174493
怪人二十面相,固有名詞,追っ手,名詞,4,543,10,549,0.007285974499089253,0.014466546112115732,0.4,3.2537051675174493
明智探偵,固有名詞,説明,名詞,4,362,11,369,0.01084010840108401,0.021447721179624665,0.36363636363636365,3.7011641444886703
日,名詞,明智探偵,固有名詞,4,21,362,379,0.010554089709762533,0.020887728459530026,0.19047619047619047,2.7682783403472073
怪人二十面相,固有名詞,読者,名詞,4,543,22,561,0.0071301247771836,0.01415929203539823,0.18181818181818182,2.116201643767514
怪人二十面相,固有名詞,者,名詞,4,543,8,547,0.007312614259597806,0.014519056261343012,0.5,3.5756332624048115
イス,名詞,明智探偵,固有名詞,4,19,362,377,0.010610079575596816,0.02099737532808399,0.21052631578947367,2.9126682496823824
中村,名詞,小林少年,固有名詞,4,32,169,197,0.02030456852791878,0.03980099502487562,0.125,3.259562213926989
明智探偵,固有名詞,話,名詞,4,362,25,383,0.010443864229765013,0.020671834625323,0.16,2.516739573351243
ほう,名詞,小林少年,固有名詞,4,59,169,224,0.017857142857142856,0.03508771929824561,0.06779661016949153,2.3769191645651477
怪人二十面相,固有名詞,電燈,名詞,4,543,23,562,0.0071174377224199285,0.014134275618374558,0.17391304347826086,2.0520713063477984
明智探偵,固有名詞,棚,名詞,4,362,14,372,0.010752688172043012,0.02127659574468085,0.2857142857142857,3.353240841068364
五,名詞,明智探偵,固有名詞,4,15,362,373,0.010723860589812333,0.021220159151193633,0.26666666666666666,3.2537051675174493
仕事,名詞,明智探偵,固有名詞,4,11,362,369,0.01084010840108401,0.021447721179624665,0.36363636363636365,3.7011641444886703
先,名詞,明智探偵,固有名詞,4,25,362,383,0.010443864229765013,0.020671834625323,0.16,2.516739573351243
事件,名詞,小林少年,固有名詞,4,28,169,193,0.02072538860103627,0.04060913705583756,0.14285714285714285,3.4522072918693847
あなた,名詞,怪人二十面相,固有名詞,4,32,543,571,0.0070052539404553416,0.01391304347826087,0.125,1.5756332624048117
所,名詞,明智探偵,固有名詞,4,6,362,364,0.01098901098901099,0.021739130434782608,0.6666666666666666,4.5756332624048115
怪人二十面相,固有名詞,芝居,名詞,4,543,9,548,0.0072992700729927005,0.014492753623188406,0.4444444444444444,3.4057082609624993
明智探偵,固有名詞,誘かい,名詞,4,362,14,372,0.010752688172043012,0.02127659574468085,0.2857142857142857,3.353240841068364
人間,名詞,怪人二十面相,固有名詞,4,18,543,557,0.00718132854578097,0.0142602495543672,0.2222222222222222,2.4057082609624993
怪人二十面相,固有名詞,観音,名詞,4,543,16,555,0.007207207207207207,0.014311270125223614,0.25,2.5756332624048115
怪人二十面相,固有名詞,自身,名詞,4,543,12,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
出むかえ,名詞,明智探偵,固有名詞,4,5,362,363,0.011019283746556474,0.021798365122615803,0.8,4.838667668238605
怪人二十面相,固有名詞,木,名詞,4,543,16,555,0.007207207207207207,0.014311270125223614,0.25,2.5756332624048115
仏像,名詞,怪人二十面相,固有名詞,4,28,543,567,0.007054673721340388,0.014010507880910683,0.14285714285714285,1.7682783403472073
北小路,名詞,怪人二十面相,固有名詞,4,14,543,553,0.007233273056057866,0.01436265709156194,0.2857142857142857,2.7682783403472073
団長,名詞,小林少年,固有名詞,4,4,169,169,0.023668639053254437,0.046242774566473986,1.0,6.259562213926989
とき,名詞,明智探偵,固有名詞,4,43,362,401,0.00997506234413965,0.019753086419753086,0.09302325581395349,1.73433100842387
外務,名詞,怪人二十面相,固有名詞,4,12,543,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,電話,名詞,4,543,21,560,0.007142857142857143,0.014184397163120567,0.19047619047619047,2.1833158396260512
とう,名詞,怪人二十面相,固有名詞,4,13,543,552,0.007246376811594203,0.014388489208633094,0.3076923076923077,2.8751935442637193
そば,名詞,明智探偵,固有名詞,4,14,362,372,0.010752688172043012,0.02127659574468085,0.2857142857142857,3.353240841068364
名画,名詞,明智探偵,固有名詞,4,14,362,372,0.010752688172043012,0.02127659574468085,0.2857142857142857,3.353240841068364
ゆくえ,名詞,怪人二十面相,固有名詞,4,10,543,549,0.007285974499089253,0.014466546112115732,0.4,3.2537051675174493
明智探偵,固有名詞,相手,名詞,4,362,30,388,0.010309278350515464,0.02040816326530612,0.13333333333333333,2.2537051675174493
怪人二十面相,固有名詞,状,名詞,4,543,9,548,0.0072992700729927005,0.014492753623188406,0.4444444444444444,3.4057082609624993
明智探偵,固有名詞,芳雄,名詞,4,362,6,364,0.01098901098901099,0.021739130434782608,0.6666666666666666,4.5756332624048115
怪人二十面相,固有名詞,替え玉,名詞,4,543,11,550,0.007272727272727273,0.01444043321299639,0.36363636363636365,3.116201643767514
名刺,名詞,明智探偵,固有名詞,4,7,362,365,0.010958904109589041,0.02168021680216802,0.5714285714285714,4.353240841068364
わけ,名詞,怪人二十面相,固有名詞,4,20,543,559,0.007155635062611807,0.014209591474245116,0.2,2.2537051675174493
とりこ,名詞,怪人二十面相,固有名詞,4,11,543,550,0.007272727272727273,0.01444043321299639,0.36363636363636365,3.116201643767514
学校,名詞,怪人二十面相,固有名詞,4,11,543,550,0.007272727272727273,0.01444043321299639,0.36363636363636365,3.116201643767514
下,名詞,小林少年,固有名詞,4,27,169,192,0.020833333333333332,0.04081632653061224,0.14814814814814814,3.50467471176352
人夫,名詞,怪人二十面相,固有名詞,4,5,543,544,0.007352941176470588,0.014598540145985401,0.8,4.253705167517449
明智探偵,固有名詞,野郎,名詞,4,362,5,363,0.011019283746556474,0.021798365122615803,0.8,4.838667668238605
怪人二十面相,固有名詞,省,名詞,4,543,12,551,0.007259528130671506,0.014414414414414415,0.3333333333333333,2.9906707616836554
とりこ,名詞,明智探偵,固有名詞,4,11,362,369,0.01084010840108401,0.021447721179624665,0.36363636363636365,3.7011641444886703
怪人二十面相,固有名詞,胸,名詞,4,543,8,547,0.007312614259597806,0.014519056261343012,0.5,3.5756332624048115
外国,名詞,明智探偵,固有名詞,4,6,362,364,0.01098901098901099,0.021739130434782608,0.6666666666666666,4.5756332624048115
明智探偵,固有名詞,駅,名詞,4,362,7,365,0.010958904109589041,0.02168021680216802,0.5714285714285714,4.353240841068364
こんど,名詞,怪人二十面相,固有名詞,4,15,543,554,0.007220216606498195,0.014336917562724014,0.26666666666666666,2.668742666796293
明智探偵,固有名詞,玄関,名詞,4,362,20,378,0.010582010582010581,0.020942408376963352,0.2,2.8386676682386054
夫人,名詞,小林少年,固有名詞,4,10,169,175,0.022857142857142857,0.0446927374301676,0.4,4.937634119039626
怪人二十面相,固有名詞,関係,名詞,4,543,8,547,0.007312614259597806,0.014519056261343012,0.5,3.5756332624048115
博士,名詞,明智探偵,固有名詞,4,18,362,376,0.010638297872340425,0.021052631578947368,0.2222222222222222,2.9906707616836554
怪人二十面相,固有名詞,玄関,名詞,4,543,20,559,0.007155635062611807,0.014209591474245116,0.2,2.2537051675174493
ほか,名詞,怪人二十面相,固有名詞,4,26,543,565,0.007079646017699115,0.014059753954305799,0.15384615384615385,1.8751935442637193
明智探偵,固有名詞,邸,名詞,4,362,13,371,0.01078167115902965,0.021333333333333333,0.3076923076923077,3.4601560449848754
一騎,名詞,怪人二十面相,固有名詞,3,3,543,543,0.0055248618784530384,0.01098901098901099,1.0,4.5756332624048115
床,名詞,明智探偵,固有名詞,3,10,362,369,0.008130081300813009,0.016129032258064516,0.3,3.4236301689597615
からだ,名詞,明智探偵,固有名詞,3,8,362,367,0.008174386920980926,0.016216216216216217,0.375,3.7455582638471236
怪人二十面相,固有名詞,見はり,名詞,3,543,13,553,0.0054249547920434,0.01079136690647482,0.23076923076923078,2.4601560449848754
怪人二十面相,固有名詞,表門,名詞,3,543,15,555,0.005405405405405406,0.010752688172043012,0.2,2.2537051675174493
怪人二十面相,固有名詞,時間,名詞,3,543,10,550,0.005454545454545455,0.0108499095840868,0.3,2.8386676682386054
明智探偵,固有名詞,門前,名詞,3,362,5,364,0.008241758241758242,0.01634877384196185,0.6,4.423630168959762
勝利,名詞,小林少年,固有名詞,3,7,169,173,0.017341040462427744,0.03409090909090909,0.42857142857142855,5.03716979259054
あまり,名詞,小林少年,固有名詞,3,7,169,173,0.017341040462427744,0.03409090909090909,0.42857142857142855,5.03716979259054
まんなか,名詞,怪人二十面相,固有名詞,3,7,543,547,0.005484460694698354,0.01090909090909091,0.42857142857142855,3.353240841068364
小林少年,固有名詞,東京,名詞,3,169,17,183,0.01639344262295082,0.03225806451612903,0.17647058823529413,3.7570618733978054
怪人二十面相,固有名詞,記事,名詞,3,543,6,546,0.005494505494505495,0.01092896174863388,0.5,3.5756332624048115
年,名詞,怪人二十面相,固有名詞,3,6,543,546,0.005494505494505495,0.01092896174863388,0.5,3.5756332624048115
いく,名詞,怪人二十面相,固有名詞,3,13,543,553,0.0054249547920434,0.01079136690647482,0.23076923076923078,2.4601560449848754
だれ,名詞,怪人二十面相,固有名詞,3,33,543,573,0.005235602094240838,0.010416666666666666,0.09090909090909091,1.1162016437675142
建物,名詞,怪人二十面相,固有名詞,3,12,543,552,0.005434782608695652,0.010810810810810811,0.25,2.5756332624048115
怪人二十面相,固有名詞,盗賊,名詞,3,543,15,555,0.005405405405405406,0.010752688172043012,0.2,2.2537051675174493
怪人二十面相,固有名詞,音,名詞,3,543,20,560,0.005357142857142857,0.010657193605683837,0.15,1.8386676682386054
婦人,名詞,明智探偵,固有名詞,3,4,362,363,0.008264462809917356,0.01639344262295082,0.75,4.745558263847124
もと,名詞,明智探偵,固有名詞,3,13,362,372,0.008064516129032258,0.016,0.23076923076923078,3.045118545706032
怪人二十面相,固有名詞,知恵,名詞,3,543,7,547,0.005484460694698354,0.01090909090909091,0.42857142857142855,3.353240841068364
小林少年,固有名詞,耳,名詞,3,169,10,176,0.017045454545454544,0.0335195530726257,0.3,4.522596619760782
小林少年,固有名詞,観音,名詞,3,169,16,182,0.016483516483516484,0.032432432432432434,0.1875,3.844524714648145
小林少年,固有名詞,老人,名詞,3,169,110,276,0.010869565217391304,0.021505376344086023,0.02727272727272727,1.0631650011234854
三,名詞,小林少年,固有名詞,3,68,169,234,0.01282051282051282,0.02531645569620253,0.04411764705882353,1.7570618733978056
怪人二十面相,固有名詞,魔法使い,名詞,3,543,6,546,0.005494505494505495,0.01092896174863388,0.5,3.5756332624048115
